D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_43_417.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_43_417.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_43_417.jpg, 0, 0, 0, 2.518095
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_43_518.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_43_518.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_43_518.jpg, 0, 0, 0, 2.49268
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_43_620.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_43_620.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_43_620.jpg, -0.0579945, 0, 0, 2.467259
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_43_722.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_43_722.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_43_722.jpg, -0.3457644, 0, 0, 2.432622
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_43_824.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_43_824.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_43_824.jpg, -0.6068199, 0.0390399, 0, 2.392866
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_43_928.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_43_928.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_43_928.jpg, -0.2379357, 0.4079241, 0, 2.729195
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_44_028.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_44_028.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_44_028.jpg, 0, 0.7088757, 0, 3.412683
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_44_129.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_44_129.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_44_129.jpg, -0.0232755, 1, 0, 4.430099
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_44_230.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_44_230.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_44_230.jpg, -0.3263355, 1, 0, 5.573805
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_44_332.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_44_332.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_44_332.jpg, -0.4312028, 1, 0, 6.688923
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_44_435.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_44_435.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_44_435.jpg, -0.1315751, 1, 0, 7.832453
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_44_540.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_44_540.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_44_540.jpg, 0, 1, 0, 8.952903
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_44_643.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_44_643.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_44_643.jpg, -0.2569491, 1, 0, 10.0563
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_44_744.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_44_744.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_44_744.jpg, -0.5565628, 1, 0, 11.07943
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_44_848.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_44_848.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_44_848.jpg, -0.4793034, 1, 0, 12.3824
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_44_950.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_44_950.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_44_950.jpg, -0.1832424, 1, 0, 13.41446
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_45_051.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_45_051.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_45_051.jpg, 0, 1, 0, 14.47438
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_45_154.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_45_154.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_45_154.jpg, 0, 1, 0, 15.56786
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_45_255.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_45_255.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_45_255.jpg, 0, 1, 0, 16.49839
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_45_357.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_45_357.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_45_357.jpg, -0.08918131, 1, 0, 17.6988
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_45_462.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_45_462.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_45_462.jpg, -0.3930165, 1, 0, 18.50359
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_45_565.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_45_565.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_45_565.jpg, -0.4037943, 1, 0, 19.61314
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_45_668.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_45_668.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_45_668.jpg, -0.1039053, 0.9642817, 0, 20.73409
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_45_769.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_45_769.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_45_769.jpg, 0, 0.6621265, 0, 21.4012
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_45_870.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_45_870.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_45_870.jpg, 0, 0.3601522, 0, 21.88971
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_45_971.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_45_971.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_45_971.jpg, 0, 0.05735625, 0, 21.82106
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_46_074.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_46_074.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_46_074.jpg, -0.2456682, 0, 0, 21.71756
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_46_174.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_46_174.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_46_174.jpg, -0.548939, 0, 0, 21.17235
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_46_277.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_46_277.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_46_277.jpg, -0.6744515, 0, 0, 20.94125
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_46_376.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_46_376.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_46_376.jpg, -0.3740416, 0, 0, 20.44524
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_46_479.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_46_479.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_46_479.jpg, -0.07309722, 0, 0, 20.54641
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_46_582.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_46_582.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_46_582.jpg, 0, 0, 0, 19.99048
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_46_683.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_46_683.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_46_683.jpg, 0.0105372, 0, 0, 20.13852
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_46_787.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_46_787.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_46_787.jpg, 0.3670797, 0, 0, 19.80266
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_46_891.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_46_891.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_46_891.jpg, 0.2359395, 0, 0, 19.17493
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_46_993.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_46_993.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_46_993.jpg, 0, 0, 0, 19.38226
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_47_097.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_47_097.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_47_097.jpg, 0, 0.0692181, 0, 18.74661
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_47_197.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_47_197.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_47_197.jpg, 0, 0.3801738, 0, 19.23501
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_47_297.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_47_297.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_47_297.jpg, 0, 0.6769828, 0, 19.39057
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_47_402.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_47_402.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_47_402.jpg, 0, 0.9765474, 0, 20.40236
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_47_505.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_47_505.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_47_505.jpg, -0.1728276, 1, 0, 21.56337
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_47_610.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_47_610.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_47_610.jpg, -0.04638303, 1, 0, 22.4827
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_47_712.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_47_712.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_47_712.jpg, 0, 1, 0, 23.48458
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_47_814.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_47_814.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_47_814.jpg, 0, 1, 0, 24.44959
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_47_918.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_47_918.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_47_918.jpg, 0, 1, 0, 25.41363
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_48_019.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_48_019.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_48_019.jpg, -0.1047405, 1, 0, 26.36329
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_48_120.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_48_120.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_48_120.jpg, -0.3666441, 1, 0, 27.2183
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_48_222.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_48_222.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_48_222.jpg, -0.06225152, 1, 0, 28.13976
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_48_323.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_48_323.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_48_323.jpg, 0, 1, 0, 29.05725
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_48_424.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_48_424.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_48_424.jpg, 0, 1, 0, 29.972
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_48_526.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_48_526.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_48_526.jpg, -0.0473361, 1, 0, 30.18999
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_48_627.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_48_627.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_48_627.jpg, -0.3510606, 1, 0, 30.16219
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_48_728.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_48_728.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_48_728.jpg, -0.05658663, 1, 0, 30.19091
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_48_830.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_48_830.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_48_830.jpg, 0, 1, 0, 30.18986
D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\center_2020_10_02_13_13_48_931.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\left_2020_10_02_13_13_48_931.jpg, D:\IIIT\4th Year\Internship\Simulation\simulator-windows-64\IMG\right_2020_10_02_13_13_48_931.jpg, 0, 1, 0, 30.19027
